# timestamp tx ty tz qx qy qz qw
1403715886.822980880737 -0.015457771612 -0.007438298590 -0.005447545915 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715886.927999019623 -0.033011952316 -0.015737079537 -0.011700762013 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715886.943001031876 -0.036083118573 -0.017182071111 -0.012782551889 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715886.963004827499 -0.040383159277 -0.019215587336 -0.014301951171 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715886.978008985519 -0.043758546833 -0.020827436880 -0.015496106838 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715886.998010873795 -0.048453123790 -0.023096771109 -0.017155679450 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.038018941879 -0.058531357367 -0.027976635184 -0.020699395393 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.103030920029 -0.076968532044 -0.036817392756 -0.027095641673 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.168042898178 -0.097961250069 -0.046914533557 -0.034272384684 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.218050956726 -0.115804434135 -0.055513439161 -0.040320232127 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.238054990768 -0.123362411931 -0.059127538476 -0.042883294063 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.268060922623 -0.135142811794 -0.064733173422 -0.046889130276 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.318070888519 -0.155962360482 -0.074609552100 -0.053987867162 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.368078947067 -0.178333993712 -0.085218475799 -0.061659473700 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.418088912964 -0.202230112182 -0.096564601362 -0.069849419617 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.468096971512 -0.227582648873 -0.108629650547 -0.078545264720 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.518106937408 -0.254432643768 -0.121448637923 -0.087705282284 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.588119029999 -0.294443410810 -0.140652232297 -0.101194681080 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.673135042191 -0.347009796227 -0.165905662984 -0.118654463222 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.693138837814 -0.360037640490 -0.172169310103 -0.122935587937 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.753149032593 -0.400534458493 -0.191703890888 -0.136180922904 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.783154964447 -0.421565251886 -0.201843518120 -0.143025543531 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.833163022995 -0.457784323489 -0.219235678869 -0.154793522864 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.888172864914 -0.499334952200 -0.239164810802 -0.168242239221 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.953184843063 -0.550782206689 -0.263812183563 -0.184757930317 0.000000000000 0.000000000000 0.000000000000 0.000000000000
1403715887.973188877106 -0.567108834516 -0.271636682239 -0.190001858770 0.000000000000 0.000000000000 0.000000000000 0.000000000000
