# timestamp tx ty tz qx qy qz qw
1403715886.584058046341 -0.000010557721 -0.000034990128 -0.000024825389 -0.039746782426 0.827549082293 -0.000851107335 -0.559983915215
1403715886.634057998657 -0.000461447871 -0.002256295570 -0.001336377576 -0.038682452182 0.827423602016 -0.001268544804 -0.560243020050
1403715886.684057950974 0.002720853267 -0.001026939075 -0.005141956800 -0.040186542483 0.840035432879 0.004693557176 -0.541020779483
1403715886.734057903290 0.001169460154 -0.001358975673 -0.005505749912 -0.035345654581 0.824446887235 -0.002492106298 -0.564829004423
1403715886.784058094025 0.002166133980 -0.000759971284 -0.006245250094 -0.036773350697 0.827575420980 -0.000868587632 -0.560148095439
1403715886.834058046341 0.002822571115 -0.000598657867 -0.006706117532 -0.037182517006 0.828375242110 -0.000419638792 -0.558938048975
1403715886.884057998657 0.003052134254 -0.000399653202 -0.006912050570 -0.037452760055 0.828238850140 -0.000107070315 -0.559122246400
1403715886.934057950974 0.003176755628 -0.000876415127 -0.006755660507 -0.037127174936 0.828247289976 -0.000537829487 -0.559131210243
1403715886.984057903290 0.003075687248 -0.000818949392 -0.006585175945 -0.037320592013 0.828079740682 -0.000234805540 -0.559366660922
1403715887.034058094025 0.002948955486 -0.000693077156 -0.006564681162 -0.037360506350 0.827601823845 -0.000213183038 -0.560070860058
1403715887.084058046341 0.002919581447 -0.000794409844 -0.006582643580 -0.037288628351 0.827538610552 -0.000343281125 -0.560168982004
1403715887.134057998657 0.002786823706 -0.000894297040 -0.006295693931 -0.037334141266 0.827455752930 -0.000222499069 -0.560288398356
1403715887.184057950974 0.002679883615 -0.000877625913 -0.006202183461 -0.037332590699 0.827376464456 -0.000205668130 -0.560405586550
1403715887.234057903290 0.002533310329 -0.000808337626 -0.005742982641 -0.037408620991 0.827410925728 -0.000103467654 -0.560349662582
1403715887.284058094025 0.002506514231 -0.000577383237 -0.005782120479 -0.037462891167 0.827330781783 -0.000162007857 -0.560464345925
1403715887.334058046341 0.002525102714 -0.000467130968 -0.005787198461 -0.037439838416 0.827278011334 -0.000312473317 -0.560543711787
1403715887.384057998657 0.002454540941 -0.000373940064 -0.005716785098 -0.037441865507 0.827223928364 -0.000367976161 -0.560623352745
1403715887.434057950974 0.002397546332 -0.000450557609 -0.005505440256 -0.037456855391 0.827211118547 -0.000312792207 -0.560641285938
1403715887.484057903290 0.002268719660 -0.000523910379 -0.005217458323 -0.037450799483 0.827224089526 -0.000284675447 -0.560622566693
1403715887.534058094025 0.002173607767 -0.000569012182 -0.004990864459 -0.037470926235 0.827229236117 -0.000250337832 -0.560613644082
1403715887.584058046341 0.002221109979 -0.000622075787 -0.004924465670 -0.037482181219 0.827214342311 -0.000222469412 -0.560634879822
1403715887.634057998657 0.002167963365 -0.000614279481 -0.004900044977 -0.037471461398 0.827192290673 -0.000243814641 -0.560668123212
1403715887.684057950974 0.002111222772 -0.000523162184 -0.004685417401 -0.037507151496 0.827212576080 -0.000237115538 -0.560635809896
1403715887.734057903290 0.002131585108 -0.000679561997 -0.004592060814 -0.037478908546 0.827191987368 -0.000211246810 -0.560668086147
1403715887.784058094025 0.001953130792 -0.000254640693 -0.004256876760 -0.037560350963 0.827219933757 -0.000308846181 -0.560621356929
1403715887.834058046341 0.002123360766 -0.000351804867 -0.004500438145 -0.037537698550 0.827171935638 -0.000280917128 -0.560693705303
1403715887.884057998657 0.001890382639 -0.000395105184 -0.004123622225 -0.037528358905 0.827205918618 -0.000302370299 -0.560644182217
1403715887.934057950974 0.001671182011 -0.000221999869 -0.003732120735 -0.037549793062 0.827260171980 -0.000348682875 -0.560562663150
1403715887.984057903290 0.001641638040 -0.000081647932 -0.003706877824 -0.037554100881 0.827252102300 -0.000395586476 -0.560574252226
1403715888.034058094025 0.001659014795 -0.000270725300 -0.003753901076 -0.037503132763 0.827241356781 -0.000366409586 -0.560593541176
1403715888.084058046341 0.001598016281 -0.000185945347 -0.003632347077 -0.037525823361 0.827229331682 -0.000377264281 -0.560609760045
1403715888.134057998657 0.001540382091 -0.000237921026 -0.003469762181 -0.037510875458 0.827247528530 -0.000394475775 -0.560583896623
1403715888.184057950974 0.001755338840 -0.000212725843 -0.003701760020 -0.037524422388 0.827207146620 -0.000388562941 -0.560642580727
1403715888.234057903290 0.001713189405 -0.000301752912 -0.003634853252 -0.037518684182 0.827197840791 -0.000360960195 -0.560656713360
1403715888.284058094025 0.001468396641 -0.000558950946 -0.003194667001 -0.037507278913 0.827240578378 -0.000300238173 -0.560594451784
1403715888.334058046341 0.001418061957 -0.000431322226 -0.003084410945 -0.037531176822 0.827246388276 -0.000335611954 -0.560584258801
1403715888.384057998657 0.001382612426 -0.000502627762 -0.002920991960 -0.037532169041 0.827259359635 -0.000321152090 -0.560565058708
1403715888.434057950974 0.001226282704 -0.000425240485 -0.002686647518 -0.037562033516 0.827271772552 -0.000329284531 -0.560544734654
1403715888.484057903290 0.001220922654 -0.000255478333 -0.002637453738 -0.037592078915 0.827277112569 -0.000366241526 -0.560534816483
1403715888.534058094025 0.001282528530 0.000260163102 -0.002709841113 -0.037621527844 0.827249497132 -0.000512071644 -0.560573481286
1403715888.584058046341 0.001110743767 0.000266711718 -0.002451004915 -0.037626804233 0.827288676594 -0.000488323831 -0.560515326038
1403715888.634057998657 0.000944736112 0.000122520835 -0.002218533427 -0.037593582963 0.827300536023 -0.000482632927 -0.560500055915
1403715888.684057950974 0.001027630757 0.000300555300 -0.002257228334 -0.037636107216 0.827289869998 -0.000496986704 -0.560512932443
1403715888.734057903290 0.001046306202 0.000372641426 -0.002181463477 -0.037626863609 0.827291313212 -0.000555065898 -0.560511368414
1403715888.784058094025 0.000940397172 0.000520146738 -0.002032119237 -0.037649234427 0.827311955324 -0.000578945094 -0.560479373882
1403715888.834058046341 0.000793165408 0.000487706687 -0.001819934731 -0.037628470971 0.827342334589 -0.000580762011 -0.560435921658
1403715888.884057998657 0.000674308052 0.000669877670 -0.001660117197 -0.037645976205 0.827364830131 -0.000618630302 -0.560401495032
1403715888.934057950974 0.000738870957 0.000599723640 -0.001807905066 -0.037614478025 0.827349184698 -0.000621748167 -0.560426704441
1403715888.984057903290 0.000643756268 0.000548191619 -0.001683076626 -0.037616107933 0.827363979774 -0.000612258245 -0.560404763128
1403715889.034058094025 0.000681288571 0.000508923429 -0.001784834931 -0.037633266337 0.827356886806 -0.000580021023 -0.560414117144
1403715889.084058046341 0.000566643238 0.000179455528 -0.001689601233 -0.037597948621 0.827371979243 -0.000528776352 -0.560394256412
1403715889.134057998657 0.000516202159 0.000113297842 -0.001693494659 -0.037597096921 0.827383513639 -0.000508031699 -0.560377302864
1403715889.184057950974 0.000627615137 -0.000039471663 -0.001889970415 -0.037578017678 0.827345949375 -0.000492342240 -0.560434055211
1403715889.234057903290 0.000639728643 -0.000244032761 -0.001952703714 -0.037565987655 0.827356540913 -0.000430380897 -0.560419276571
1403715889.284058094025 0.000617144361 -0.000530377038 -0.001933570602 -0.037533538176 0.827365498097 -0.000388431189 -0.560408257605
1403715889.334058046341 0.000683383110 -0.000538794535 -0.002054554181 -0.037534943581 0.827354641046 -0.000391974483 -0.560424189616
1403715889.384057998657 0.000728972513 -0.000673074526 -0.002093163607 -0.037527179966 0.827353419017 -0.000364843547 -0.560426531932
1403715889.434057950974 0.000741720216 -0.001020248979 -0.002142818817 -0.037474194032 0.827339605070 -0.000289956564 -0.560450513952
1403715889.484057903290 0.000880209310 -0.001260145923 -0.002344689582 -0.037449240479 0.827311724330 -0.000253935066 -0.560493354725
1403715889.534058094025 0.000888696101 -0.001209603274 -0.002422631395 -0.037446803095 0.827292838878 -0.000275869989 -0.560521381907
1403715889.584058046341 0.000858915925 -0.001148485990 -0.002469144666 -0.037478508210 0.827291498225 -0.000279536397 -0.560521239781
1403715889.634057998657 0.000916739754 -0.001061040933 -0.002550896482 -0.037485202495 0.827269149676 -0.000305302679 -0.560553762255
1403715889.684057950974 0.000976834732 -0.001331732917 -0.002681313352 -0.037441831753 0.827255516550 -0.000244107842 -0.560576810066
1403715889.734057903290 0.001011968851 -0.000759229946 -0.002622333330 -0.037613137589 0.827256145118 -0.000555125690 -0.560564192650
1403715889.784058094025 0.000955162274 -0.000971280263 -0.002588450357 -0.037498539133 0.827290667223 -0.000461932694 -0.560521005946
1403715889.834058046341 0.001043229628 -0.001800374997 -0.002711246569 -0.037392062475 0.827139246950 -0.000216153322 -0.560751685772
1403715889.884057998657 0.001093152846 -0.002521086733 -0.002856773255 -0.037240155779 0.827079992978 -0.000138881059 -0.560849210328
1403715889.934057950974 0.000887795654 -0.003806551723 -0.002795048747 -0.036917353957 0.827069357033 0.000296029832 -0.560886173836
1403715889.984057903290 0.000993888137 -0.004559980726 -0.002964966856 -0.036865124182 0.827087917799 0.000433588064 -0.560862149598
1403715890.034058094025 0.000797552890 -0.005170353218 -0.002943254130 -0.036781557807 0.827137047090 0.000403004624 -0.560795203193
1403715890.084058046341 0.000839798000 -0.005174675962 -0.003221924555 -0.036883810262 0.827107820245 0.000377416397 -0.560831610903
1403715890.134057998657 0.000727369357 -0.005025675135 -0.003394730298 -0.036773405553 0.827144997980 0.000208470155 -0.560784116662
1403715890.184057950974 0.001012744850 -0.003305006340 -0.003943283769 -0.037033116358 0.827070920164 -0.000088655830 -0.560876308513
1403715890.234057903290 0.001075722895 -0.003490607398 -0.004301654864 -0.036961829016 0.827000460236 0.000042183946 -0.560984901923
1403715890.284058094025 0.000850732333 -0.003980017233 -0.004489521190 -0.036867861348 0.827161499163 0.000049780330 -0.560753611334
1403715890.334058046341 0.001044160135 -0.004371484712 -0.005065573308 -0.037008760666 0.827120257224 0.000098452667 -0.560805155139
1403715890.384057998657 0.001058224540 -0.005311930685 -0.005455788560 -0.036842370801 0.827121025264 0.000129706846 -0.560814971676
1403715890.434057950974 0.001115531625 -0.004635121530 -0.005936908070 -0.037087156917 0.827183622719 0.000017608076 -0.560706515735
1403715890.484057903290 0.001342142165 -0.003359270501 -0.006432338392 -0.037288330901 0.827098566292 -0.000268043810 -0.560818571526
1403715890.534058094025 0.001466388314 -0.002612681357 -0.006881900062 -0.037243407699 0.827081668735 -0.000315075624 -0.560846451850
1403715890.584058046341 0.001608209431 -0.001587873985 -0.007440234614 -0.037304991472 0.827120169010 -0.000354078604 -0.560785554608
1403715890.634057998657 0.001915928493 -0.001571102113 -0.008114891159 -0.037403100098 0.827047912933 -0.000150601653 -0.560885670289
1403715890.684057950974 0.002191571963 -0.001752996055 -0.008740717925 -0.037287738351 0.826915889600 -0.000161990181 -0.561087969800
1403715890.734057903290 0.002272300333 -0.001903172889 -0.009233117836 -0.037502911757 0.826930746922 -0.000049714024 -0.561051752455
1403715890.784058094025 0.002364052437 -0.002992494921 -0.009838100114 -0.037441010703 0.826878266032 0.000083290754 -0.561133225664
1403715890.834058046341 0.002463576571 -0.002767768664 -0.010298951475 -0.037486863680 0.826750026498 0.000071823797 -0.561319092476
1403715890.884057998657 0.002570372389 -0.003222527599 -0.010934543623 -0.037388144535 0.826688927939 0.000177080767 -0.561415631874
1403715890.934057950974 0.002625887900 -0.003185802889 -0.011646034332 -0.037334260478 0.826672060500 0.000137732092 -0.561444065257
1403715890.984057903290 0.002811967562 -0.003102719327 -0.012340620953 -0.037407786373 0.826619042018 0.000167724446 -0.561517220360
1403715891.034058094025 0.003043976700 -0.003482656092 -0.013129459929 -0.037346015951 0.826546423863 0.000259727208 -0.561628183796
1403715891.084058046341 0.003067471971 -0.003015018555 -0.013798342848 -0.037405560492 0.826505275371 0.000189221120 -0.561684803091
1403715891.134057998657 0.003138120427 -0.003187128412 -0.014506624847 -0.037411779966 0.826525731426 0.000138564827 -0.561654301871
1403715891.184057950974 0.003226251985 -0.003332402438 -0.015159382842 -0.037386865345 0.826452680151 0.000260096873 -0.561763404042
1403715891.234057903290 0.003397855325 -0.003150212737 -0.015892945709 -0.037382712946 0.826446251648 0.000160057335 -0.561773175126
1403715891.284058094025 0.003351585065 -0.003430156317 -0.016488111071 -0.037378365761 0.826469406785 0.000195612183 -0.561739387223
1403715891.334058046341 0.003424849961 -0.003437380058 -0.017107953628 -0.037356015276 0.826410332847 0.000187390826 -0.561827780348
1403715891.384057998657 0.003411591681 -0.003576363086 -0.017654604692 -0.037349752137 0.826430263762 0.000191661356 -0.561798877197
1403715891.434057950974 0.003449016269 -0.003768298052 -0.018202827271 -0.037386697732 0.826415270025 0.000260173601 -0.561818448087
1403715891.484057903290 0.003308564572 -0.003781901314 -0.018719743094 -0.037426282307 0.826429272752 0.000241831711 -0.561795222521
1403715891.534058094025 0.003357570317 -0.003527254974 -0.019240317144 -0.037454072364 0.826387858425 0.000166884889 -0.561854315691
1403715891.584058046341 0.003501424143 -0.003495097418 -0.019750443282 -0.037390739070 0.826306854799 0.000140294061 -0.561977663845
1403715891.634057998657 0.003593750506 -0.003415773654 -0.020245044234 -0.037405733495 0.826294768916 0.000150138250 -0.561994433622
1403715891.684057950974 0.003563429906 -0.003329245368 -0.020651885589 -0.037442751220 0.826298173231 0.000097138520 -0.561986974814
1403715891.734057903290 0.003554830589 -0.003349683850 -0.021078236802 -0.037452334112 0.826280747986 0.000065146700 -0.562011960668
1403715891.784058094025 0.003548120624 -0.003819323884 -0.021487958030 -0.037384898096 0.826224340162 0.000117408458 -0.562099364289
1403715891.834058046341 0.003415146882 -0.003547102160 -0.021633784056 -0.037362549377 0.825951425453 -0.000047981684 -0.562501804791
1403715891.884057998657 0.003582997063 -0.003623297400 -0.022117340545 -0.037486123716 0.826056369265 0.000083472064 -0.562339451184
1403715891.934057950974 0.003301136661 -0.003842209747 -0.022677228842 -0.037399150851 0.826214370548 -0.000033821901 -0.562113081391
1403715891.984057903290 0.003501804571 -0.003362702373 -0.023215405442 -0.037527142221 0.826172310444 0.000093013287 -0.562166361854
1403715892.034058094025 0.003623787962 -0.003642356922 -0.023693541807 -0.037520958775 0.826134058861 0.000012367209 -0.562222993384
1403715892.084058046341 0.003387933043 -0.003535174544 -0.024133192356 -0.037552994256 0.826163041206 0.000054377187 -0.562178262663
1403715892.134057998657 0.003181818677 -0.003767732465 -0.024515320874 -0.037475759821 0.826232011873 0.000020608939 -0.562082048777
1403715892.184057950974 0.003349506041 -0.004395628514 -0.024572713774 -0.037171882531 0.825870534880 -0.000210756333 -0.562633154327
1403715892.234057903290 0.002035142681 -0.005927557360 -0.024095929080 -0.037508231131 0.826098712467 0.000372775616 -0.562275653835
1403715892.284058094025 0.001187473377 -0.006309134902 -0.024020483974 -0.037261874976 0.826161217614 0.000248683808 -0.562200260886
1403715892.334058046341 0.001307838101 -0.005783681352 -0.024680443698 -0.037319403188 0.826049485476 0.000166889756 -0.562360633258
1403715892.384057998657 0.000908527852 -0.006084062870 -0.024762318554 -0.037237928702 0.826185660024 0.000084890607 -0.562165976052
1403715892.434057950974 0.001531563175 -0.005700528110 -0.025321632329 -0.037342657907 0.826040677486 0.000221393892 -0.562372008571
1403715892.484057903290 0.001299026394 -0.006383776356 -0.025573403322 -0.037356351605 0.826129560268 0.000392916571 -0.562240427454
1403715892.534058094025 0.001326597638 -0.006378259499 -0.025754591470 -0.037383786735 0.826034646805 0.000397609753 -0.562378037154
1403715892.584058046341 0.001489715579 -0.006140896579 -0.025942332474 -0.037282380520 0.825893473687 0.000267255255 -0.562592146051
1403715892.634057998657 0.001480541369 -0.006211550167 -0.026471390574 -0.037258430431 0.825896004089 0.000222941477 -0.562590037317
1403715892.684057950974 0.001534150505 -0.006804570556 -0.027060675825 -0.037029682572 0.825866821485 0.000135164151 -0.562648004981
1403715892.734057903290 0.001747308177 -0.006697371055 -0.027286221279 -0.037055423613 0.825727672597 0.000176023129 -0.562850491076
1403715892.784058094025 0.001555307151 -0.006095425392 -0.027358629452 -0.036858876429 0.825559081870 -0.000089535588 -0.563110661908
1403715892.834058046341 0.002053596378 -0.006460715377 -0.028432337849 -0.036693442148 0.825477623555 -0.000056748839 -0.563240873066
1403715892.884057998657 0.002660951636 -0.007237180010 -0.029414736635 -0.036429536317 0.825448767104 0.000031367853 -0.563300293615
1403715892.934057950974 0.002919662444 -0.008227994729 -0.029576566364 -0.036075656352 0.825440270118 0.000007976352 -0.563335519404
1403715892.984057903290 0.002622181597 -0.010078616065 -0.029488989995 -0.036133365665 0.825244777974 0.000449319384 -0.563617986250
1403715893.034058094025 0.002687159187 -0.011614990403 -0.030015896239 -0.035832797403 0.825194292684 0.000356989886 -0.563711151664
1403715893.084058046341 0.002810456729 -0.013227133586 -0.029856573038 -0.035283314615 0.825104899786 0.000194939432 -0.563876718847
1403715893.134057998657 0.003351096090 -0.014884941386 -0.030923885041 -0.034912522829 0.824762042859 0.000294644272 -0.564401099922
1403715893.184057950974 0.004100159896 -0.016488129398 -0.031932263872 -0.034605308685 0.824155760316 0.000280074269 -0.565304941520
1403715893.234057903290 0.005080776361 -0.019426394001 -0.033049789036 -0.034082837442 0.823859384371 0.000584153834 -0.565768268588
1403715893.284058094025 0.005855543412 -0.021531680707 -0.034205498986 -0.033745354768 0.823639761129 0.000555655716 -0.566108192987
1403715893.334058046341 0.006575741036 -0.023014846031 -0.034860539980 -0.033379969785 0.823021666944 0.000465058365 -0.567028127237
1403715893.384057998657 0.007350658175 -0.023650629125 -0.036430967875 -0.033146966598 0.822654876801 0.000413231351 -0.567573837946
1403715893.434057950974 0.007314573416 -0.022697159939 -0.036838886070 -0.033184779722 0.821603162435 -0.000325764096 -0.569093057196
1403715893.484057903290 0.005950564400 -0.022898154374 -0.034701529179 -0.033396831194 0.817883899622 -0.002514263505 -0.574407744450
1403715893.534058094025 0.005377364997 -0.024944068149 -0.030382098589 -0.032790654477 0.812553302472 -0.005618897047 -0.581936707570
1403715893.584058046341 0.005151791536 -0.027151714835 -0.024723577408 -0.031936030038 0.807614322473 -0.008290136043 -0.588787287368
1403715893.634057998657 0.004014458450 -0.032724146181 -0.015633272013 -0.029641179976 0.803463011088 -0.011326148030 -0.594508459682
1403715893.684057950974 0.002670920008 -0.038873588874 -0.007274086270 -0.028403570477 0.801769731952 -0.013515530812 -0.596804712227
1403715893.734057903290 0.003556363278 -0.046125966012 -0.001673259154 -0.026932221445 0.801349167774 -0.015097185386 -0.597399566245
1403715893.784058094025 0.003719308597 -0.052124323209 0.006722195670 -0.026800082932 0.802028147828 -0.015097951971 -0.596493635752
1403715893.834058046341 0.003215844479 -0.059850314324 0.014109246792 -0.028202733209 0.804755907817 -0.012777718843 -0.592797827741
1403715893.884057998657 0.007195018185 -0.064957858991 0.019073345144 -0.027692800948 0.808440752636 -0.012342253011 -0.587796161134
1403715893.934057950974 0.012189919910 -0.072058236151 0.025672588219 -0.027077453980 0.810693934449 -0.011902617442 -0.584722569970
1403715893.984057903290 0.016521883085 -0.078455574569 0.033460505844 -0.026656129717 0.814277122156 -0.011145451508 -0.579756843851
1403715894.034058094025 0.020987473583 -0.085998361966 0.040885476506 -0.025832726790 0.818622293264 -0.010564339087 -0.573653733482
1403715894.084058046341 0.025496532497 -0.094339695345 0.047352762492 -0.025688001170 0.823158545326 -0.009172719808 -0.567156060590
1403715894.134057998657 0.029351249190 -0.104750115872 0.053650532234 -0.026940582223 0.824577853943 -0.005241066959 -0.565082382519
1403715894.184057950974 0.031411851195 -0.115609009244 0.062956585214 -0.029793225085 0.822569844376 0.000918746797 -0.567882356450
1403715894.234057903290 0.028304222921 -0.124390912935 0.077512142537 -0.032467583292 0.819764847104 0.006418785794 -0.571743168456
1403715894.284058094025 0.028546785048 -0.132343218351 0.092597593589 -0.036459216537 0.816347387650 0.012450251993 -0.576274812422
1403715894.334058046341 0.027693266778 -0.140556648674 0.109207370437 -0.039894046050 0.814398861890 0.017744812378 -0.578660591776
1403715894.384057998657 0.028064063656 -0.150016484030 0.126705776502 -0.041726488850 0.812967767342 0.021483103762 -0.580414322397
1403715894.434057950974 0.029272286197 -0.162001531868 0.142910361864 -0.042106228725 0.812636856855 0.023645336424 -0.580766134040
1403715894.484057903290 0.031301326102 -0.175568674409 0.156705656214 -0.040852841676 0.814283856540 0.023337093420 -0.578557020852
1403715894.534058094025 0.033723161067 -0.191127687850 0.167703950211 -0.038580706631 0.816765885175 0.021503255013 -0.575276131882
1403715894.584058046341 0.035853943208 -0.208393231546 0.176909343664 -0.036927445947 0.818764296320 0.020705069491 -0.572566756724
1403715894.634057998657 0.038250189748 -0.227846935901 0.184079502132 -0.035080301263 0.820296657525 0.019051732006 -0.570543423084
1403715894.684057950974 0.040018666804 -0.247721305163 0.192156238276 -0.032282193457 0.822223911197 0.015665488902 -0.568031946548
1403715894.734057903290 0.041274258637 -0.269275654960 0.200486627147 -0.029922908256 0.822281399858 0.012449980477 -0.568157475525
1403715894.784058094025 0.042053299798 -0.292097479563 0.209488468028 -0.027177427421 0.821285436692 0.008667294454 -0.569803910940
1403715894.834058046341 0.041559057601 -0.315508073646 0.219677436771 -0.025268144359 0.819574751935 0.005812157037 -0.572385329740
1403715894.884057998657 0.040352188885 -0.338861121567 0.230833394764 -0.024173553299 0.817654391654 0.003549056444 -0.575190698229
1403715894.934057950974 0.038429264834 -0.362569412125 0.242790794754 -0.023682523529 0.815895125089 0.002709277573 -0.577708354406
1403715894.984057903290 0.037821820116 -0.387228267173 0.254612422277 -0.023008197974 0.814490541965 0.001242933069 -0.579719100075
1403715895.034058094025 0.036767912304 -0.412299725071 0.266876782842 -0.022481075474 0.813565758990 0.000397421075 -0.581038035846
1403715895.084058046341 0.035198513063 -0.437245389414 0.279461826909 -0.022513158208 0.813345642566 0.000979550727 -0.581344187128
1403715895.134057998657 0.034301642885 -0.461865544491 0.291723662979 -0.021344146751 0.813472353212 -0.000603056206 -0.581211488429
1403715895.184057950974 0.032884929671 -0.486378123856 0.303879017181 -0.020645090067 0.813535864335 -0.001481025243 -0.581146267527
1403715895.234057903290 0.032335127880 -0.510995484389 0.315242826923 -0.019451490294 0.813787384641 -0.003141471863 -0.580828600603
1403715895.284058094025 0.031812499998 -0.536895844489 0.326401196929 -0.019342680838 0.813620030973 -0.003064852665 -0.581067046540
1403715895.334058046341 0.030465014839 -0.562588760692 0.337850540775 -0.019091463343 0.813981471468 -0.003471729110 -0.580566643230
1403715895.384057998657 0.029268629073 -0.587775204509 0.348933808409 -0.019112738003 0.813822723583 -0.003527938377 -0.580788112376
1403715895.434057950974 0.029457850243 -0.614244187795 0.358962449682 -0.019037850205 0.813787221814 -0.003172406031 -0.580842365630
1403715895.484057903290 0.029946765350 -0.639958573745 0.369006156061 -0.018812886400 0.814081990046 -0.003462650807 -0.580434835996
1403715895.534058094025 0.030691915228 -0.664738634043 0.378919798159 -0.018631733672 0.814122377008 -0.003579709720 -0.580383321119
1403715895.584058046341 0.031158437850 -0.690263765996 0.389452381331 -0.017769248092 0.814899187446 -0.004219993173 -0.579314905539
1403715895.634057998657 0.030724744165 -0.715387603266 0.400073546140 -0.018218743983 0.814496480436 -0.003466636984 -0.579872005837
1403715895.684057950974 0.030272069831 -0.740470103689 0.410314336664 -0.018029875127 0.814719032600 -0.003372173367 -0.579565742577
1403715895.734057903290 0.029360910532 -0.765261257006 0.420523114901 -0.017590479426 0.815056539038 -0.003870779387 -0.579101398955
1403715895.784058094025 0.028425364481 -0.790637637077 0.430466111750 -0.017319176882 0.815247887430 -0.003842879897 -0.578840358327
1403715895.834058046341 0.026314323345 -0.815990167343 0.441129146998 -0.017173590531 0.815448310908 -0.003966167905 -0.578561482936
1403715895.884057998657 0.026487145703 -0.840617294048 0.450389241672 -0.017363832077 0.815513846619 -0.003751675780 -0.578464854798
1403715895.934057950974 0.027169145051 -0.866879472981 0.459883438383 -0.017033651537 0.815111810880 -0.004283666995 -0.579037339622
1403715895.984057903290 0.028239789475 -0.892737756075 0.469175045079 -0.015736820332 0.815426532503 -0.005757357921 -0.578617987454
1403715896.034058094025 0.028407828788 -0.918264448191 0.478850840437 -0.014950675136 0.815730481833 -0.007148375800 -0.578194741454
1403715896.084058046341 0.029078235034 -0.941305722814 0.487315661076 -0.013120383875 0.816002813753 -0.010179990464 -0.577809338163
1403715896.134057998657 0.029761729666 -0.962763340480 0.495130821204 -0.010831667739 0.816652737410 -0.014027873844 -0.576857174879
1403715896.184057950974 0.030832903541 -0.985169152529 0.502151314631 -0.007896710870 0.816105291030 -0.018603950945 -0.577549728526
1403715896.234057903290 0.031745001631 -1.007055914499 0.508727691442 -0.003060657947 0.815753509542 -0.025328440988 -0.577836753868
1403715896.284058094025 0.033676739559 -1.026222150166 0.515972733148 0.002192591915 0.814233891132 -0.033242925589 -0.579580254125
1403715896.334058046341 0.035004313138 -1.045000765093 0.522730650223 0.008212999977 0.812527867516 -0.042031339303 -0.581347037197
1403715896.384057998657 0.036572198725 -1.060122581458 0.530095733627 0.013303347000 0.811806786161 -0.049748920153 -0.581650932987
1403715896.434057950974 0.037978330610 -1.073453178905 0.538080796100 0.017163660177 0.810509974145 -0.055351741482 -0.582850903144
1403715896.484057903290 0.040219301652 -1.085219410256 0.544775974670 0.020998980631 0.809365513994 -0.061075956434 -0.583743295563
1403715896.534058094025 0.042481127280 -1.094838355564 0.553169583126 0.023404548985 0.807772251912 -0.064851188347 -0.585449006745
1403715896.584058046341 0.044550640304 -1.100621107960 0.562167717517 0.026057933387 0.805902992925 -0.068882343433 -0.587449208754
1403715896.634057998657 0.045006379875 -1.100564745194 0.572528719491 0.027606902597 0.804002746504 -0.071245244022 -0.589696157141
1403715896.684057950974 0.047268745804 -1.099575330111 0.582063821300 0.028512197128 0.802355634445 -0.072787221077 -0.591704749801
